CNT,ST004D01T,ST062Q01TA,ST062Q02TA,ST294Q02JA,ST295Q02JA,ST296Q04JA,RELATST,BELONG,PERSEVAGR,CURIOAGR,GROSAGR,FAMSUP,DISCLIM,TEACHSUP,MATHEFF,ANXMAT,MATHPERS,HISCED,HISEI,HOMEPOS,ESCS,top_10_percent
DEU,2.0,1.0,1.0,1.0,3.0,2.0,-1.3434,0.3142,-0.5147,-0.4708,-0.2269,-0.3958,-0.6928,1.5558,-0.2253,,-0.3485,10.0,85.85,0.5922,1.1639,0
DEU,1.0,1.0,1.0,1.0,6.0,4.0,-0.8575,0.7289,0.1434,0.5851,-0.2269,0.907,-0.0724,-0.8059,0.0602,1.8354,-0.5678,8.0,74.66,0.6141,0.9619,0
DEU,1.0,1.0,1.0,4.0,4.0,2.0,-1.0598,-1.8848,-0.5374,-0.6759,-0.0737,-0.4299,-0.5288,-1.0693,-0.9082,1.5409,-1.0285,6.0,25.26,-1.0306,-1.3444,0
DEU,2.0,1.0,1.0,2.0,3.0,2.0,-0.2004,0.5159,-0.4358,-1.8378,0.2074,,-0.5304,-0.3322,,,,1.0,26.6,-1.5881,-3.0784,0
DEU,1.0,1.0,1.0,1.0,5.0,1.0,1.2251,2.1143,1.1757,1.4084,1.8521,1.6371,-1.8933,0.4357,-2.1631,-0.2045,0.8192,6.0,54.92,-1.7319,-1.0814,0
DEU,2.0,2.0,2.0,,2.0,3.0,-1.2051,-1.0574,-0.7287,-1.0875,1.4453,,-1.3618,,,,,,17.0,0.5499,-0.4826,0
DEU,1.0,1.0,1.0,3.0,5.0,3.0,1.0173,-1.052,2.6977,0.7353,0.3487,1.1483,-1.5933,-0.3322,0.6205,-0.5006,0.2418,3.0,28.48,-1.6846,-2.0683,0
DEU,2.0,1.0,1.0,,,,,,,,,,-2.4425,1.5558,,-2.3945,,10.0,,0.1878,0.0851,0
DEU,1.0,1.0,1.0,1.0,6.0,4.0,1.5083,-0.6898,1.3254,1.1438,-0.3649,,0.6387,1.5558,,,,3.0,30.78,-0.4799,-1.5146,0
DEU,1.0,2.0,3.0,3.0,4.0,2.0,-0.8242,0.5159,-0.2385,0.1609,0.657,0.0617,-1.5907,-2.9095,-1.0877,2.5429,-0.2182,3.0,28.7,-1.1437,-1.8351,0
DEU,1.0,1.0,1.0,1.0,2.0,1.0,2.2403,1.1073,0.916,0.3576,-0.339,-0.2303,0.7631,-0.1002,1.3293,-1.2788,0.6728,6.0,29.47,-0.1483,-0.8912,0
DEU,2.0,1.0,1.0,,,,,,,,,,1.1609,0.8211,,-0.1172,,8.0,81.13,0.1859,0.9027,0
DEU,1.0,2.0,2.0,5.0,5.0,3.0,-0.9155,0.3086,-0.5498,0.1846,,,-0.7145,,,,,10.0,17.0,-1.0276,-0.8221,0
DEU,2.0,1.0,1.0,3.0,4.0,2.0,-0.279,-0.4798,-0.5705,-0.5194,-1.2385,-0.3939,0.4375,-2.1346,-0.6602,2.6149,-0.3306,3.0,43.51,-0.3839,-1.2336,0
DEU,2.0,1.0,1.0,2.0,2.0,3.0,-0.8374,-0.2804,1.2151,0.7757,-4.2853,-0.8643,-2.4793,0.1475,2.0896,0.4067,-0.5151,,56.0,-0.6353,0.0581,0
DEU,1.0,1.0,2.0,4.0,4.0,3.0,0.1824,0.5223,-0.4732,-0.0127,0.7558,-0.0609,-0.669,-1.7015,-0.7307,0.5653,0.0917,8.0,31.08,0.1575,-0.0543,0
DEU,1.0,1.0,1.0,4.0,4.0,1.0,-0.2901,-0.3485,0.4314,-1.0948,-1.0753,-0.3195,1.8286,-1.3627,-1.266,0.544,0.2264,3.0,51.35,-0.1545,-0.9884,0
DEU,1.0,1.0,1.0,1.0,5.0,2.0,-1.0058,-0.5734,0.451,-0.3048,-0.1038,-0.9537,-0.0522,1.5558,-1.1424,0.6566,0.068,9.0,,1.1116,0.1316,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,0.2947,-2.8586,1.0511,1.8107,-0.9963,0.4596,0.4277,0.4357,1.224,-0.508,0.0856,8.0,65.01,-0.2351,0.42,0
DEU,1.0,1.0,1.0,2.0,2.0,1.0,-0.2301,1.0491,-0.1875,-0.9981,0.7558,0.9892,-0.5247,0.4357,,0.4252,0.011,6.0,,0.0496,-0.474,0
DEU,1.0,1.0,1.0,1.0,6.0,4.0,0.976,2.7474,0.6561,1.2215,0.657,-0.4269,-0.3312,-1.7015,-0.2128,0.8251,0.0973,9.0,82.41,1.3097,1.4028,0
DEU,1.0,1.0,1.0,4.0,3.0,1.0,0.1953,0.0932,1.1909,0.2207,1.521,1.6127,-1.8896,-0.5635,0.1367,-2.3755,1.9841,8.0,79.05,-0.5635,0.546,0
DEU,2.0,1.0,2.0,1.0,3.0,2.0,-1.0415,0.1621,1.3581,3.5628,1.521,-0.3739,-1.319,-1.7015,0.5278,-0.0575,-0.548,9.0,25.95,-0.5214,-0.4387,0
DEU,1.0,1.0,1.0,6.0,6.0,1.0,0.1681,-0.3598,0.2026,0.8049,1.6437,-0.8458,-1.5507,-0.8059,-0.3088,0.1031,-0.6369,6.0,39.02,-0.6947,-0.9423,0
DEU,1.0,1.0,1.0,1.0,6.0,3.0,1.5554,0.3084,0.2436,3.4648,1.521,1.0794,-0.0902,1.5558,-0.0109,-0.4577,1.9752,6.0,76.65,0.7663,0.387,0
DEU,1.0,1.0,1.0,1.0,4.0,1.0,-0.5693,0.5071,0.5322,-0.0919,0.2074,1.7273,0.1614,-0.3322,-1.0877,2.5429,-0.3403,8.0,66.42,1.4763,1.1715,0
DEU,2.0,4.0,4.0,1.0,1.0,1.0,0.5602,1.0491,-2.0774,-1.3717,-0.339,-0.7049,1.6396,-0.1002,-1.3599,0.7774,-0.539,3.0,74.66,0.0393,-0.4662,0
DEU,1.0,,,,,,,,,,,,,,,,,,,-3.3942,,0
DEU,1.0,1.0,1.0,1.0,5.0,5.0,-0.098,-0.4514,-0.9861,-0.5817,-0.339,,1.1526,1.5558,-0.8791,0.6647,0.1612,7.0,26.64,0.5817,-0.2124,0
DEU,2.0,1.0,1.0,1.0,5.0,3.0,1.3453,0.8452,0.4476,-0.0901,0.7558,0.2065,-0.6698,0.4357,0.2368,-0.9158,0.1155,8.0,24.98,1.4117,0.3617,0
DEU,1.0,4.0,4.0,6.0,6.0,2.0,0.895,-1.1689,-1.3195,-0.9643,-1.4234,-0.3905,-0.322,0.1475,-1.8736,1.1417,-0.4779,3.0,31.15,-0.9572,-1.7098,0
DEU,2.0,1.0,1.0,1.0,4.0,2.0,-0.9044,0.8563,-0.0755,-1.093,-1.2385,-0.5491,-1.0125,-0.8059,1.0184,-0.7447,-0.4035,7.0,57.99,0.0634,0.16,1
DEU,2.0,1.0,1.0,4.0,4.0,1.0,-0.773,0.3142,-0.7276,-0.2662,-0.9963,-0.1374,-0.1006,-1.3627,-1.008,0.7889,-0.8035,7.0,32.2,0.1591,-0.2864,0
DEU,1.0,4.0,3.0,1.0,1.0,1.0,-0.554,-0.044,-0.4014,0.3235,-0.2269,1.6891,-1.5145,1.5558,-0.9019,-1.6826,-0.203,6.0,56.0,-1.5305,-0.9757,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,1.0,6.0,3.0,-1.0723,-0.4514,-0.0427,-0.5746,-1.2038,-0.4771,0.4029,-0.5635,-0.8213,1.5409,-0.2208,8.0,24.98,0.4745,-0.0353,0
DEU,1.0,1.0,1.0,1.0,4.0,4.0,-0.376,2.4581,-0.4389,0.3081,0.3915,0.0714,1.6526,1.5558,0.3467,0.905,0.4301,3.0,44.94,0.2243,-0.949,0
DEU,1.0,1.0,1.0,1.0,3.0,2.0,-0.6491,0.1569,0.5531,0.7043,-1.2385,-0.2102,0.7711,-2.9095,-0.69,0.3729,0.6103,8.0,23.8,1.1114,0.2122,0
DEU,2.0,1.0,1.0,6.0,5.0,,-1.1399,-1.3948,-0.0046,-0.1017,,,,,,,,1.0,33.76,-1.7576,-3.015,0
DEU,2.0,1.0,1.0,1.0,5.0,2.0,0.7033,2.4581,-0.0553,-0.4957,-0.2269,-0.6346,0.4029,-0.1002,-0.3854,-0.6243,0.3434,9.0,82.41,-0.2481,0.7431,0
DEU,2.0,1.0,2.0,1.0,1.0,1.0,-1.4475,2.4581,1.0897,1.022,-0.0737,0.6038,-0.4809,-0.5635,0.0634,-0.0423,-0.9722,8.0,62.39,1.7491,1.2109,0
DEU,1.0,1.0,1.0,2.0,6.0,3.0,1.0742,1.3972,-0.4645,-0.4261,-0.1038,-0.0009,0.3884,-0.3322,0.0728,2.5026,-0.2286,6.0,43.33,0.0916,-0.5279,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,3.0,5.0,4.0,-0.9277,-0.6376,-0.0355,-0.6736,-0.0737,-0.5597,0.6461,-0.5635,-1.0888,2.5078,-0.2968,7.0,60.44,0.0914,0.2182,0
DEU,2.0,2.0,1.0,4.0,4.0,4.0,-0.2684,-0.8772,-0.9345,-0.8339,0.3085,,-0.313,-0.8059,-0.505,0.5653,-0.405,,,-0.0583,,0
DEU,2.0,1.0,1.0,1.0,6.0,3.0,-0.5627,0.0459,1.8241,0.6402,0.657,-0.0038,1.1779,-0.3322,0.2612,-1.0075,1.8592,9.0,76.65,1.0396,1.1797,0
DEU,2.0,4.0,4.0,3.0,3.0,3.0,2.8589,0.9509,0.7128,2.2476,-0.4476,1.6835,-0.5067,1.5558,2.1841,-2.3945,2.35,3.0,32.5,-0.8718,-1.6482,0
DEU,2.0,2.0,3.0,1.0,1.0,,0.4901,0.3279,-1.0898,-0.6603,-0.0737,-0.1868,-0.0611,-0.1002,-0.5362,-0.7447,-0.8952,8.0,24.98,-0.6086,-0.494,0
DEU,2.0,1.0,1.0,1.0,2.0,1.0,-0.1536,1.0846,2.2331,0.7585,-0.3649,0.5662,-2.4469,-1.7015,0.7459,2.6149,-1.2176,6.0,88.7,0.4596,0.4846,0
DEU,2.0,1.0,1.0,6.0,6.0,1.0,0.0864,0.1171,0.7401,-0.638,,,1.5946,-0.3322,2.1584,,,3.0,,1.1735,-0.2979,0
DEU,1.0,3.0,1.0,2.0,5.0,1.0,-0.3309,-0.7711,-0.9771,-0.1929,-0.1927,-0.6405,-0.5195,-1.3627,-0.3697,0.429,-0.2191,3.0,24.98,0.9817,-1.0051,0
DEU,2.0,2.0,2.0,3.0,3.0,1.0,0.0509,0.6428,1.3412,0.5992,-0.8467,-1.8005,1.0761,0.8211,2.3543,-2.3868,0.8059,7.0,25.04,0.0449,-0.4699,0
DEU,1.0,1.0,1.0,2.0,3.0,1.0,-0.286,-1.2382,-0.8445,-0.8489,-0.1038,,1.1855,1.5558,0.7657,-1.2788,-0.8332,6.0,43.33,-0.4962,-0.7769,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,2.0,1.0,,3.0,3.0,-0.1926,-0.0682,-0.9183,0.086,-1.0993,0.2406,1.1487,-1.7015,-0.42,1.8354,-0.4834,10.0,77.1,0.8586,1.1115,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,-0.721,0.5453,-0.2825,3.08,-0.694,0.1954,-0.4809,-1.0693,1.1324,0.6387,-1.9611,8.0,51.56,0.8823,0.6393,1
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,1.0,6.0,3.0,1.5883,0.7639,1.2188,1.2797,0.7342,-0.0086,0.3494,-0.3322,1.2693,-1.2286,0.1395,9.0,81.4,1.0388,1.269,0
DEU,1.0,1.0,1.0,6.0,6.0,6.0,1.7455,-0.1981,1.109,1.0211,-1.2038,1.7273,-1.0311,1.5558,-0.7139,0.6566,0.8264,3.0,28.48,-0.7022,-1.6522,0
DEU,2.0,1.0,1.0,1.0,6.0,4.0,-0.8586,-0.725,-0.9917,0.2155,0.8164,-0.7206,0.9297,-0.1002,-0.6317,1.4278,-0.6196,6.0,56.0,0.4585,-0.1333,0
DEU,2.0,1.0,1.0,5.0,5.0,3.0,-0.037,-0.7256,-0.7317,-0.893,-0.0737,-0.0392,-0.1254,-0.1002,,0.7774,0.0943,3.0,30.9,-0.4676,-1.5072,0
DEU,1.0,,,6.0,6.0,1.0,0.32,0.7289,0.6664,0.07,1.5685,-0.7256,0.1751,1.5558,-1.2857,0.544,-0.7674,,30.34,-0.6293,-1.587,0
DEU,1.0,1.0,1.0,1.0,4.0,2.0,-1.0473,0.1606,2.0193,1.5605,-0.3158,,0.6764,0.8211,0.3211,-0.638,2.0804,8.0,25.2,-1.0293,-0.668,0
DEU,2.0,1.0,1.0,4.0,5.0,1.0,0.6378,-0.0536,1.192,-0.1366,0.3361,,0.3847,-0.3322,0.1437,-0.1172,0.344,3.0,56.0,-0.0225,-0.8447,0
DEU,1.0,1.0,1.0,1.0,4.0,3.0,-0.8942,-0.0848,0.4552,-1.6591,0.7558,1.6969,-0.0787,-0.3322,-0.388,-1.1715,0.1926,8.0,47.83,-0.4897,-0.0122,0
DEU,2.0,1.0,4.0,,,,,,,,,,-0.4961,1.5558,,-0.0423,,3.0,28.48,-0.8252,-1.7043,0
DEU,2.0,1.0,2.0,6.0,5.0,6.0,0.2468,-0.2482,-0.6462,0.3072,0.7342,0.427,-0.2931,-0.3322,-0.4837,1.5426,1.7457,7.0,54.27,0.5175,0.2822,0
DEU,2.0,1.0,1.0,3.0,5.0,2.0,-1.0732,0.2003,0.1852,-0.1501,0.2652,-0.3146,0.5807,0.4357,-0.9051,0.6566,0.5946,7.0,55.25,0.4766,0.2833,0
DEU,1.0,1.0,2.0,3.0,3.0,2.0,-0.9144,-1.4705,-0.2593,0.2315,-0.8467,1.7227,-0.0903,-2.1346,-2.2079,0.7774,-0.5024,3.0,38.44,-0.1464,-1.2288,0
DEU,2.0,1.0,1.0,1.0,4.0,2.0,0.6354,0.0652,0.2782,0.1393,,-0.4667,-0.3243,0.4357,1.2,-1.2899,0.6631,,,0.0472,,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,2.0,2.0,4.0,3.0,-0.9459,0.0728,1.4974,-0.2806,-0.4267,-0.7337,1.5567,-0.8059,1.2178,1.2587,-0.0388,7.0,57.04,0.5408,0.3443,0
DEU,2.0,1.0,1.0,,6.0,1.0,-0.2677,,0.8232,-0.5174,,,,,,0.133,0.2564,,,-1.2194,,0
DEU,1.0,1.0,2.0,1.0,6.0,2.0,0.6825,2.4581,0.4371,-0.0776,-0.0737,0.2985,-0.9755,-0.5635,1.2,-0.4577,0.4726,8.0,52.72,0.4197,0.4653,1
DEU,2.0,1.0,1.0,4.0,3.0,,-2.5744,0.78,0.1385,,,,,,-0.4155,,,8.0,24.98,-0.6806,-0.5245,0
DEU,2.0,1.0,1.0,3.0,3.0,1.0,0.2316,2.7308,-0.6912,-0.4461,0.5858,0.1798,0.488,-0.1002,-0.388,-0.5191,-0.1944,9.0,75.5,1.2846,1.2617,0
DEU,1.0,1.0,1.0,3.0,3.0,3.0,-0.3693,-0.4901,-0.3197,-0.9406,-0.0737,-0.3027,0.801,-0.3322,-0.4712,1.8354,-0.7687,6.0,81.13,-0.6925,-0.1463,0
DEU,2.0,1.0,1.0,1.0,6.0,4.0,-1.1218,-0.3598,0.1252,-0.5522,1.2941,-0.4785,0.7029,-2.1346,0.7657,-0.638,-0.0624,,,-0.0423,,0
DEU,1.0,1.0,1.0,2.0,6.0,2.0,-0.2079,0.3084,-0.174,-0.7173,-1.3583,,0.4277,0.8211,,,,,18.02,-1.2313,-1.3949,0
DEU,2.0,1.0,1.0,4.0,4.0,2.0,1.5823,-0.2995,-0.588,0.3923,1.3624,1.9511,0.2139,0.4357,,,0.311,6.0,73.91,0.901,0.3923,0
DEU,2.0,2.0,2.0,1.0,3.0,1.0,-0.9711,0.6428,0.0297,-0.136,-0.0737,,0.1085,-1.0693,-0.5168,-0.3794,-0.131,3.0,73.91,0.1028,-0.4535,0
DEU,2.0,1.0,1.0,1.0,5.0,2.0,0.7368,0.3378,0.4835,-0.0543,-0.2269,0.0008,0.757,0.8211,-0.8763,-0.7107,-0.0559,3.0,27.91,-0.3067,-1.4955,0
DEU,2.0,1.0,1.0,1.0,5.0,4.0,-0.39,-0.338,-0.0475,-0.1917,0.3361,-0.0774,0.7711,-0.1002,0.2899,-0.1371,-0.3296,8.0,68.88,0.6922,0.8858,1
DEU,2.0,1.0,1.0,3.0,4.0,2.0,1.0595,2.7474,1.1501,0.592,0.657,0.0018,-0.0522,1.5558,0.4905,-1.299,0.8448,3.0,30.34,-0.6957,-1.6144,0
DEU,1.0,1.0,1.0,5.0,6.0,3.0,0.2371,1.4683,1.8028,0.2633,0.8339,0.2355,-0.2938,0.4357,0.3747,-0.508,2.356,6.0,56.0,-1.4684,-0.9494,0
DEU,2.0,1.0,2.0,3.0,3.0,1.0,0.5274,0.1549,1.6462,1.4311,1.3793,-1.3745,-0.3155,-0.1002,0.9246,-2.3558,-0.6119,6.0,53.15,0.4789,-0.1785,0
DEU,2.0,1.0,1.0,1.0,1.0,3.0,0.3996,-1.0272,-1.1847,-0.4962,1.8521,-0.7955,0.1614,0.4357,-0.9071,0.602,-0.1691,9.0,20.91,0.3143,-0.18,0
DEU,1.0,1.0,2.0,1.0,2.0,1.0,0.7308,-1.1236,-1.0161,-1.0813,0.2366,-0.7791,-0.4735,-1.0693,-2.2545,1.4533,-0.6947,,17.0,-1.5933,-2.1864,0
DEU,2.0,2.0,3.0,1.0,1.0,,-1.7647,-0.4876,-0.8565,-1.4378,1.8521,1.6663,-0.3695,-2.1346,2.0889,-2.3755,2.2558,9.0,24.53,-0.4882,-0.4515,0
DEU,2.0,1.0,1.0,4.0,4.0,1.0,-0.7607,-0.9859,-0.922,-0.7567,0.3085,0.9236,-0.3306,-1.0693,-1.18,1.5426,0.0527,8.0,43.76,-0.079,0.0849,0
DEU,1.0,1.0,1.0,1.0,1.0,3.0,-1.3007,-1.45,-3.2607,-0.7897,0.7558,-1.3264,-0.9755,-0.1002,-3.4194,0.8251,-1.0352,9.0,30.34,-0.5821,-0.3815,0
DEU,2.0,1.0,1.0,3.0,5.0,3.0,0.2331,-1.7506,0.0172,-0.5982,0.2652,,-1.0414,-0.3322,-0.7816,0.1031,-0.5345,3.0,57.04,0.038,-0.7995,0
DEU,2.0,1.0,1.0,2.0,3.0,3.0,-1.5414,1.0833,0.8982,0.4131,-0.0737,0.112,1.1405,0.4357,-0.1965,-1.5486,0.3004,7.0,26.64,-0.2809,-0.5777,0
DEU,2.0,2.0,1.0,6.0,3.0,1.0,-1.0494,-0.0785,-0.5349,-0.5413,0.3085,-0.2566,-1.8702,-0.1002,-1.1147,-0.0423,-0.695,8.0,43.33,-0.1347,0.0532,0
DEU,1.0,2.0,1.0,3.0,4.0,2.0,-0.8392,-1.2976,-1.0096,-0.7435,-0.2269,,1.0761,-1.7015,,,,,17.0,-1.2215,-1.7052,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,0.9725,,-0.4343,0.4947,0.0609,-0.0147,-0.5028,0.4357,0.6905,-0.9979,-0.7258,5.0,57.38,0.2313,-0.2035,0
DEU,2.0,1.0,1.0,1.0,2.0,3.0,1.7838,0.4662,0.4929,2.6818,0.1163,-0.3402,0.0968,1.5558,0.463,-0.3794,1.4082,5.0,41.63,-0.0006,-0.5991,0
DEU,2.0,1.0,1.0,5.0,5.0,1.0,1.5554,2.7308,0.2795,1.5287,-0.2269,-0.5338,1.1779,0.8211,-2.5616,0.7889,1.5533,9.0,76.65,2.1593,1.6539,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,-1.2386,-0.7998,-0.2454,-0.942,-0.3649,-0.8733,-0.526,-1.3627,-1.4078,-0.1371,0.6433,6.0,24.49,-0.9316,-1.317,0
DEU,1.0,1.0,2.0,6.0,6.0,3.0,1.2952,0.5768,1.1038,1.9306,0.1163,,-0.1668,-1.3627,-1.0315,-0.4577,1.4588,3.0,43.85,-2.4629,-2.1077,0
DEU,1.0,1.0,1.0,1.0,5.0,2.0,0.1501,2.4581,-0.284,0.2375,0.7558,0.8936,-0.0522,-0.3322,0.9843,-1.2286,-0.7911,8.0,72.3,0.5344,0.8836,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,0.0717,-1.2757,-0.3459,1.9564,-0.8073,-0.9736,-0.8126,-1.3627,2.1193,-1.2788,-1.5768,3.0,30.9,-1.0559,-1.7563,0
DEU,1.0,1.0,1.0,6.0,6.0,4.0,-0.2205,0.8759,-0.3036,0.1288,-0.4084,-1.2708,1.0989,-2.9095,0.2289,2.5078,0.0135,3.0,74.66,1.4784,0.1433,0
DEU,1.0,1.0,1.0,4.0,6.0,4.0,-0.2818,0.5268,-0.5694,0.9278,0.5208,-0.906,-0.8615,-2.9095,-0.4505,1.2595,0.08,3.0,43.33,0.3393,-0.9307,0
DEU,1.0,1.0,1.0,1.0,4.0,1.0,0.5719,-0.3261,1.6667,-0.4553,-0.7069,0.8245,-0.1254,-0.1002,-0.5565,0.6647,0.0424,7.0,48.13,0.0281,-0.0411,0
DEU,2.0,1.0,1.0,1.0,4.0,2.0,0.5578,0.7286,-0.7249,-0.704,-0.3649,-0.3327,1.0086,-0.1002,-0.4505,-0.0575,-0.3586,8.0,79.74,2.0534,1.6674,0
DEU,2.0,1.0,1.0,3.0,3.0,3.0,-0.6739,1.5093,-0.0375,0.238,-0.7631,1.5711,-1.5738,-0.1002,-0.7983,1.0112,-0.5585,,30.34,-0.7403,-0.9216,0
DEU,1.0,1.0,1.0,1.0,5.0,3.0,-0.705,-0.0536,-0.7347,-0.8789,0.2652,-1.0309,0.3521,-0.5635,-0.3991,-0.1172,0.0408,9.0,82.41,0.5315,1.0733,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,1.0,4.0,3.0,-1.0229,-0.05,0.3681,-0.6989,0.2933,-1.479,0.4571,-0.1002,1.239,-0.0394,0.4496,9.0,47.83,-0.3694,0.0387,0
DEU,1.0,1.0,1.0,6.0,6.0,1.0,0.8489,0.3279,1.6921,1.2411,0.043,0.6783,1.8286,0.1475,-0.0646,0.051,0.1073,3.0,43.33,0.9817,-0.6587,0
DEU,2.0,1.0,1.0,1.0,2.0,1.0,-0.3018,0.7289,-0.7955,-0.1591,0.2652,-0.3854,-0.8589,-0.1002,-1.2508,0.051,0.3143,10.0,56.0,1.1161,0.8222,0
DEU,2.0,1.0,1.0,4.0,4.0,1.0,0.1739,0.6428,0.8347,-0.9584,0.2805,-1.3316,-0.0787,-1.0693,-0.1668,0.3729,-0.3817,3.0,,-1.1652,-1.048,0
DEU,2.0,1.0,1.0,1.0,1.0,5.0,0.7604,-1.0732,-0.808,-1.2479,0.2652,-0.2206,0.8065,0.8211,-0.2689,-0.8811,0.4425,5.0,75.54,0.4774,0.2436,0
DEU,1.0,1.0,1.0,3.0,4.0,3.0,,,,,,0.2943,0.7631,0.6884,,-0.3794,-0.6765,,56.0,-0.6896,-0.1985,0
DEU,1.0,1.0,1.0,6.0,6.0,1.0,-0.2499,-0.2985,1.2232,2.036,-0.0235,1.5887,-2.4388,1.5558,1.1823,-0.4577,1.9087,9.0,17.0,-0.5098,-0.6028,0
DEU,2.0,1.0,1.0,1.0,6.0,3.0,1.5056,1.4507,-0.2513,1.1938,0.7558,,1.0989,0.4357,-0.2808,-0.3794,2.0222,6.0,26.6,-0.3756,-1.0417,0
DEU,1.0,1.0,1.0,1.0,6.0,4.0,1.9384,0.7356,-0.2299,-1.0242,1.6769,0.4568,0.1295,0.4357,0.008,-0.3794,1.1244,8.0,26.62,0.9755,0.2079,1
DEU,2.0,1.0,1.0,6.0,6.0,4.0,0.8941,1.0491,0.1076,0.4941,0.8545,0.1285,0.5807,-0.5635,-1.1639,-1.6741,2.1465,5.0,31.08,0.6631,-0.5172,0
DEU,2.0,4.0,4.0,2.0,1.0,,-1.7321,-0.4876,0.9015,2.477,0.1277,,-0.6037,1.5558,,,,5.0,,-0.1352,-0.8776,0
DEU,1.0,1.0,1.0,5.0,5.0,1.0,-1.156,-0.7334,-1.1252,-0.7926,-0.0737,-0.448,-0.5247,-1.7015,-1.2638,1.8003,-0.2496,,,-0.4089,,0
DEU,1.0,1.0,1.0,2.0,3.0,2.0,-0.4761,-0.4867,-0.1674,-1.1506,-0.7069,1.104,-0.1006,-1.9121,-1.446,0.051,-0.7778,8.0,33.76,-0.1555,-0.1363,0
DEU,2.0,1.0,1.0,,3.0,3.0,-1.1002,-0.347,-0.507,-1.0386,-0.164,-0.2627,-0.9971,-2.1346,1.9061,-0.7358,-0.5164,9.0,43.33,0.065,0.1378,1
DEU,1.0,1.0,1.0,6.0,6.0,3.0,0.2262,2.7562,3.2813,3.7473,1.8521,1.7465,0.3894,-0.1002,2.131,-2.3755,1.8346,10.0,57.38,0.8559,0.738,0
DEU,2.0,1.0,1.0,6.0,6.0,5.0,-0.8784,0.9614,,,-4.2853,,-2.4752,0.4357,2.1332,0.7889,2.2558,3.0,,-1.0288,-1.3698,0
DEU,2.0,,2.0,3.0,3.0,3.0,0.5046,-1.0331,-0.9842,-1.2647,0.7558,-2.9219,-1.8883,-0.1002,-1.2578,0.6647,-2.9859,3.0,,-0.2671,-0.9044,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,4.0,4.0,2.0,-0.5824,0.0312,-0.6627,-1.6793,-4.2853,-0.2858,0.3926,-0.8059,-0.4923,0.3729,-0.7321,8.0,30.34,-0.5616,-0.3729,0
DEU,2.0,1.0,1.0,1.0,4.0,3.0,0.9857,1.0491,-0.2505,-1.4058,0.4197,-0.0235,-0.0787,-1.3627,-1.3955,1.1606,-0.5528,9.0,57.03,1.8228,1.1409,0
DEU,2.0,1.0,1.0,5.0,5.0,3.0,1.5151,2.7562,1.199,0.6468,-1.0162,0.3341,-0.1114,1.5558,0.5,-2.249,0.5316,9.0,56.0,-0.6505,0.074,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,6.0,6.0,3.0,-0.9255,-0.776,0.0535,0.5467,-0.3649,-0.633,0.9899,1.5558,0.8021,0.8918,0.5482,3.0,56.0,0.3494,-0.6872,1
DEU,1.0,1.0,1.0,2.0,5.0,4.0,-1.252,-0.6523,0.6162,-0.1716,-0.9085,-2.6261,-0.322,-0.8059,-0.5374,-1.2756,0.8373,9.0,75.54,0.2408,0.8204,0
DEU,1.0,1.0,1.0,1.0,5.0,3.0,1.0112,0.8452,0.4593,-0.45,0.7558,-0.1122,-0.1499,-0.1002,-0.0092,-0.5006,0.1058,3.0,61.91,1.2456,-0.196,0
DEU,2.0,1.0,1.0,1.0,6.0,6.0,-1.2622,0.9721,-0.4981,-0.0555,-0.8467,-0.5852,1.8242,-0.1002,1.9828,-1.0075,1.7412,9.0,65.12,1.8377,1.3,1
DEU,2.0,1.0,1.0,4.0,4.0,1.0,1.4106,1.0833,0.7418,0.7072,0.657,0.5707,0.4522,1.5558,1.2831,-0.2758,0.1941,7.0,31.08,0.019,-0.3669,0
DEU,1.0,1.0,1.0,2.0,5.0,4.0,0.4005,-0.3421,-0.9516,0.2679,-0.0737,-0.6595,-0.3364,0.1475,-1.037,-0.1371,-0.1112,6.0,61.6,-0.0012,-0.2223,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,,,,,,,,,,0.163,,,-0.3744,,3.0,16.38,-0.5093,-1.799,0
DEU,2.0,,,,,,,,,,,,,,,,,,,-1.6026,,0
