CNT,ST004D01T,ST062Q01TA,ST062Q02TA,ST294Q02JA,ST295Q02JA,ST296Q04JA,RELATST,BELONG,PERSEVAGR,CURIOAGR,GROSAGR,FAMSUP,DISCLIM,TEACHSUP,MATHEFF,ANXMAT,MATHPERS,HISCED,HISEI,HOMEPOS,ESCS,top_10_percent
ESP,1.0,2.0,4.0,1.0,1.0,6.0,-1.3545,-0.7074,,0.3216,1.1177,0.0574,-1.1901,-1.0693,-1.7834,-0.5191,-2.7396,10.0,70.34,0.4073,0.7928,0
ESP,2.0,1.0,1.0,6.0,5.0,2.0,-1.105,-0.5938,-0.4929,-1.1164,0.3271,-0.0183,-0.1124,-1.0693,-1.2086,-0.1172,-0.7394,10.0,,-0.1251,0.0047,0
ESP,2.0,1.0,1.0,6.0,6.0,3.0,-0.5079,-0.3397,-0.6323,-0.883,-0.145,0.662,0.4768,-0.8059,-0.9082,0.051,0.035,8.0,39.04,-0.5456,-0.2018,0
ESP,2.0,2.0,1.0,2.0,4.0,4.0,-0.7848,-0.0397,-0.4568,-0.2855,-0.145,-0.2098,0.1765,-2.9095,-1.0356,1.8354,-0.3795,5.0,29.73,-0.1009,-0.8662,0
ESP,2.0,2.0,4.0,1.0,1.0,1.0,-0.5138,-0.6038,0.267,-0.6492,-0.8111,-1.0549,1.8286,-0.1002,-0.4597,-0.9877,-1.9879,2.0,25.94,-0.6499,-2.1857,0
ESP,2.0,1.0,1.0,6.0,6.0,4.0,1.1868,0.1742,0.4818,-0.9868,-3.5994,-2.5486,-0.7266,-0.5635,-2.1801,0.4252,-0.7218,3.0,43.33,-1.2113,-1.5874,0
ESP,1.0,1.0,1.0,5.0,5.0,6.0,2.606,-0.0453,-0.418,0.4197,-1.3155,-0.0371,1.6526,1.5558,-0.5811,0.6566,0.9482,10.0,88.7,-0.6439,0.6942,0
ESP,1.0,2.0,4.0,1.0,5.0,2.0,1.5237,-0.2894,-0.2048,0.2244,-1.0364,0.6223,-0.5067,1.5558,-0.2626,1.4278,-0.367,8.0,79.05,0.7871,1.1181,0
ESP,1.0,1.0,1.0,4.0,6.0,3.0,2.9693,1.3972,2.5675,0.0071,0.6831,0.1074,-0.7086,-0.5635,-0.8841,0.6387,0.74,9.0,72.94,-0.4273,0.4884,0
ESP,2.0,1.0,1.0,6.0,5.0,3.0,0.544,2.4581,-0.8303,-0.9401,-0.3061,-0.0697,-0.0968,-1.0693,0.025,-0.0423,-0.5166,9.0,33.16,0.7686,0.2437,0
ESP,1.0,2.0,2.0,4.0,4.0,3.0,0.0882,0.4005,0.0808,0.7087,-0.8486,0.4287,-0.8529,0.8211,0.0728,1.5706,1.8584,3.0,14.64,0.0325,-1.6024,0
ESP,1.0,1.0,1.0,1.0,6.0,3.0,-0.5692,-0.3485,-0.2964,-1.053,-0.0144,1.7234,-0.1114,1.5558,-0.9303,-0.0575,0.5435,8.0,62.39,0.7632,0.7934,0
ESP,1.0,2.0,2.0,6.0,6.0,1.0,1.1042,-0.1768,-0.2249,-0.2831,0.5849,0.8372,-0.8435,-0.3322,-0.3715,1.4533,-0.4297,8.0,26.64,-0.4219,-0.3836,0
ESP,2.0,1.0,1.0,5.0,5.0,4.0,0.151,0.1436,0.4895,1.3668,1.7012,1.4575,-0.4763,0.8211,-0.1965,0.1931,0.2617,8.0,,0.8859,0.7699,0
ESP,1.0,1.0,1.0,1.0,4.0,2.0,0.132,-0.3485,-0.3913,-0.1713,-0.0144,1.5941,-1.031,1.5558,0.5661,-0.1371,0.3238,8.0,43.33,-0.2333,0.0114,0
ESP,2.0,1.0,1.0,1.0,6.0,5.0,-0.7998,-0.4901,0.809,0.3131,1.7012,-0.6638,-0.5067,-0.5635,1.2305,0.429,0.7446,5.0,75.54,-0.7955,-0.2955,0
ESP,1.0,1.0,1.0,5.0,4.0,1.0,0.7008,-0.6104,0.2746,1.5202,0.0855,-1.5806,0.4477,0.1475,0.164,-0.2704,-1.283,9.0,75.13,-0.2786,0.5927,0
ESP,2.0,1.0,2.0,4.0,6.0,3.0,-0.0229,2.7308,0.605,1.2029,-0.5185,0.7906,-0.1124,-0.3322,1.1369,-0.7107,2.6682,9.0,72.94,0.698,0.9649,1
ESP,2.0,1.0,1.0,1.0,6.0,4.0,0.2898,-0.7435,-0.0263,1.4512,1.7012,-0.066,-1.5594,0.8211,-0.5478,0.3729,0.0731,8.0,25.04,0.4349,-0.0509,0
ESP,2.0,1.0,1.0,2.0,4.0,3.0,-0.6586,0.335,0.6259,-0.2373,-0.3061,0.5424,-0.6928,-1.7015,-0.082,1.0508,-0.3458,9.0,82.41,-0.3534,0.6985,0
ESP,1.0,1.0,2.0,6.0,6.0,2.0,1.0583,0.7639,0.3119,-0.1967,-1.1372,0.0692,1.6491,-0.8059,-0.3635,0.8251,0.0227,7.0,44.92,0.3716,0.0438,0
ESP,2.0,1.0,1.0,1.0,1.0,1.0,1.5067,0.7356,-0.5309,-0.9493,,-0.0832,-0.8126,0.4357,0.0602,-0.8811,-1.2086,9.0,30.9,0.7714,0.2023,0
ESP,1.0,1.0,1.0,1.0,6.0,4.0,0.8598,0.5159,2.0756,-0.7669,-0.7752,0.162,1.775,-1.7015,2.3362,-0.2885,0.2026,9.0,76.65,0.7215,1.045,0
ESP,2.0,2.0,1.0,4.0,6.0,4.0,0.2555,0.5159,-0.4072,-0.5753,-0.7393,-0.1938,0.3894,-0.3322,-0.4436,1.1287,-0.5104,5.0,29.73,-1.2145,-1.3379,0
ESP,2.0,1.0,1.0,6.0,6.0,4.0,-0.0701,2.2967,2.6381,2.4352,-3.5994,0.1604,-0.5068,-0.1002,-0.6498,1.0161,0.5548,7.0,73.91,-0.4748,0.2327,0
ESP,1.0,2.0,2.0,6.0,6.0,2.0,0.6523,2.4581,4.7772,-0.4714,-0.145,0.0034,-0.5288,1.5558,2.2152,0.3729,0.2617,8.0,70.34,0.248,0.7253,0
ESP,1.0,2.0,1.0,2.0,2.0,,-1.0765,0.5453,-1.5558,-0.9272,,,,,,,,9.0,,0.4287,0.379,0
ESP,1.0,1.0,2.0,1.0,4.0,3.0,-0.2004,-0.8606,-0.7855,0.3286,0.6831,1.562,-1.1768,-1.0693,-0.7467,-0.2045,-0.5894,8.0,,-0.2304,0.3361,0
ESP,1.0,1.0,1.0,1.0,2.0,1.0,-0.9062,-1.6122,-0.7107,-0.2416,-0.145,,-1.0423,-1.0693,,,,9.0,50.15,0.1352,0.2963,0
ESP,1.0,1.0,2.0,6.0,3.0,1.0,-0.6807,0.7356,0.0808,1.4907,-1.0261,1.7684,-0.2931,1.5558,-1.1398,1.0161,0.9444,7.0,31.08,0.5126,-0.1578,0
ESP,1.0,1.0,2.0,4.0,5.0,5.0,-0.5292,-0.4798,-0.0565,-0.2473,0.5052,1.5504,-0.8539,-1.0693,-0.2998,1.9397,-0.3538,9.0,26.64,-0.4922,-0.4133,0
ESP,2.0,1.0,2.0,5.0,6.0,4.0,0.0423,-0.3128,0.0905,-0.6222,1.5502,0.8237,-0.6966,1.5558,-2.1967,1.2587,-0.3598,8.0,22.77,-0.0514,-0.2997,0
ESP,1.0,1.0,1.0,2.0,2.0,3.0,-0.8484,-0.3261,-0.7418,-0.5248,-0.145,-0.9905,0.3045,1.5558,-0.643,-0.3794,-1.2395,8.0,31.15,-0.9026,-0.502,0
ESP,2.0,2.0,1.0,5.0,5.0,4.0,-0.0889,1.0491,0.2665,0.8823,-1.1501,0.1269,1.5567,1.5558,2.1567,-2.3755,0.1695,9.0,76.49,0.2317,0.8345,0
ESP,2.0,1.0,1.0,4.0,6.0,3.0,0.1884,-0.338,-0.3427,-0.3365,0.7798,0.1458,-0.0522,-0.1002,-0.6111,-0.4577,-0.6531,8.0,30.34,-0.38,-0.296,0
ESP,2.0,1.0,1.0,6.0,6.0,2.0,1.4314,0.3608,-0.2512,-0.8669,0.2143,1.7628,-2.3859,-0.1002,-0.7033,2.5026,0.9116,3.0,17.55,-0.2382,-1.6621,0
ESP,2.0,1.0,1.0,1.0,1.0,1.0,-0.8818,0.8563,-0.2062,-0.8014,-0.5585,-0.9221,-2.4931,1.5558,-1.251,-0.0365,-0.9172,7.0,24.98,-1.0493,-0.9345,0
ESP,2.0,3.0,2.0,6.0,6.0,3.0,0.1628,-1.3665,1.0446,2.6102,-0.0144,1.0007,1.1609,1.5558,-0.806,0.1748,2.289,9.0,75.54,0.3839,0.881,0
ESP,1.0,1.0,1.0,3.0,6.0,5.0,0.2295,-0.3397,1.8112,-0.1414,-0.145,0.5552,1.17,-0.1002,0.0564,-0.1371,0.7588,9.0,72.94,0.6754,0.9554,0
ESP,2.0,1.0,1.0,1.0,6.0,3.0,-0.9165,0.1999,0.3736,0.0107,-0.4575,-0.79,-0.673,-1.0693,-1.6374,0.4252,-0.9399,8.0,72.94,0.3363,0.8118,1
ESP,1.0,1.0,1.0,4.0,4.0,1.0,-0.2101,-0.3485,-0.873,-0.7316,-0.0144,-1.6487,-0.5252,-1.0693,-0.4496,-0.3744,0.1532,8.0,30.78,-0.0497,-0.1478,0
ESP,2.0,1.0,1.0,6.0,6.0,6.0,1.032,2.1143,,,-0.3061,-0.7128,-0.0522,-1.7015,-0.2793,0.3378,-0.7511,10.0,88.7,0.815,1.3121,0
ESP,1.0,2.0,1.0,1.0,4.0,3.0,-1.0259,-0.5555,0.1713,-0.4542,-0.4575,-0.5543,-0.1273,-0.5635,-1.5746,0.3729,-1.2439,5.0,25.04,-1.0809,-1.3698,0
ESP,2.0,1.0,2.0,5.0,4.0,4.0,-1.2951,2.7562,-0.5714,-0.742,-0.3061,1.6483,1.8491,-2.9095,-1.3263,2.5078,0.0548,8.0,43.33,1.3461,0.6804,0
ESP,1.0,1.0,2.0,6.0,6.0,6.0,1.0806,2.7474,-0.2946,0.1078,-0.0489,,-0.2931,-1.0693,,,,3.0,26.92,0.1358,-1.3267,0
ESP,1.0,1.0,1.0,1.0,6.0,3.0,-0.4452,-0.3485,-0.5252,-0.1739,0.7798,-0.0457,0.4821,0.8211,0.0806,-0.5191,0.4755,10.0,85.41,0.9603,1.3115,1
ESP,1.0,1.0,1.0,5.0,5.0,3.0,0.3322,-0.4911,1.4781,-0.4135,-0.3061,1.7327,-0.4763,-0.1002,-0.0208,0.6566,0.5067,9.0,,0.3158,0.2499,0
ESP,2.0,1.0,1.0,6.0,6.0,6.0,-2.4224,-0.0695,-1.714,,0.8466,-0.9514,-1.0233,-0.3322,-0.8546,,,5.0,86.81,1.661,0.9577,0
ESP,1.0,2.0,1.0,1.0,6.0,6.0,1.6369,-0.2411,0.5682,0.7399,-0.3061,-0.1452,-1.0127,-0.8059,-1.8137,1.9128,0.5522,7.0,17.69,0.7129,-0.3258,0
ESP,1.0,1.0,1.0,6.0,6.0,5.0,2.2724,-0.3797,0.0728,-0.505,-0.9359,0.2098,0.757,1.5558,-0.853,1.4533,0.104,9.0,29.47,0.0749,-0.1197,0
ESP,2.0,1.0,2.0,1.0,4.0,1.0,-0.8684,-0.1532,-3.2731,,1.2952,-0.8887,-2.4793,-1.7015,1.3692,-2.3755,-2.1135,8.0,29.73,-0.2913,-0.2699,0
ESP,2.0,,,,,,,,,,,,,,,,,,,,,0
ESP,1.0,1.0,1.0,1.0,6.0,3.0,-0.3939,1.4507,-0.0977,0.2014,-0.9444,0.1515,0.4029,-0.1002,-0.7173,2.5026,1.7434,7.0,23.8,-0.5017,-0.7249,0
ESP,2.0,1.0,1.0,2.0,6.0,3.0,-0.3342,1.0833,-0.9926,-1.1509,-1.3155,1.699,-0.5247,-0.3322,0.7645,0.8757,-1.311,10.0,29.47,-0.114,-0.1997,0
ESP,1.0,1.0,1.0,1.0,5.0,3.0,0.8757,-0.0555,0.9058,2.0234,-1.1372,-0.1073,0.6461,0.4357,1.2596,1.0112,0.7855,8.0,71.39,1.5031,1.2767,0
ESP,1.0,1.0,1.0,1.0,5.0,3.0,-0.0773,0.3379,-0.0761,0.1004,-0.0144,-0.0569,0.0968,-0.1002,-0.0574,-0.3744,0.1295,7.0,75.13,1.0986,0.9221,1
ESP,1.0,1.0,1.0,2.0,6.0,3.0,-0.1089,-0.1829,-0.6329,-0.6427,-1.1501,0.0863,-0.707,1.5558,0.5239,0.8251,-0.6386,9.0,47.74,-0.2142,0.1028,1
ESP,1.0,1.0,1.0,1.0,5.0,6.0,-0.0578,0.3378,-0.6283,-1.2236,-0.2927,0.3618,-0.6732,1.5558,-1.3282,0.5653,-0.0392,9.0,29.73,-0.1768,-0.2214,0
ESP,2.0,1.0,1.0,2.0,3.0,3.0,0.2128,-0.0995,0.6683,0.8544,0.0855,0.0999,0.3494,-0.1002,0.272,-2.3945,0.9454,9.0,68.7,-0.4363,0.4045,0
ESP,1.0,1.0,1.0,6.0,6.0,4.0,0.0864,0.3787,0.1735,0.062,0.7798,0.4469,-0.6761,-0.1002,-0.2951,-0.0394,-0.768,9.0,,-0.9247,-0.0584,0
ESP,1.0,2.0,1.0,1.0,4.0,3.0,1.0197,0.3084,0.6952,0.0221,-0.9359,1.5936,-1.1901,-1.0693,0.5595,-0.2045,-0.7415,9.0,43.33,-0.7083,-0.1897,0
ESP,1.0,1.0,1.0,1.0,6.0,2.0,0.7736,-0.4839,-0.2859,-0.791,1.2126,-1.2119,0.4522,-2.9095,-1.3898,1.5426,0.5085,2.0,22.57,-0.9233,-2.3652,0
ESP,1.0,2.0,1.0,1.0,6.0,3.0,2.1013,-0.4911,0.2236,-0.1373,0.5849,-1.1542,-0.1006,-0.5635,0.7441,0.3025,-0.4952,3.0,21.08,-1.3482,-2.0655,0
ESP,1.0,1.0,1.0,5.0,5.0,3.0,-1.5689,0.1441,-0.6809,-0.7364,-1.0261,-0.0927,-0.33,1.5558,-0.6962,1.5706,-1.2466,10.0,29.47,-0.6759,-0.4377,0
ESP,2.0,1.0,1.0,1.0,6.0,3.0,-0.6169,-2.8586,0.5937,-0.4659,0.7798,-0.4133,1.0136,1.5558,-0.2306,-0.0423,0.8835,9.0,73.91,0.4595,0.8822,0
ESP,2.0,1.0,1.0,1.0,6.0,3.0,-0.2205,0.5159,-0.7065,0.2915,-0.3061,-0.1779,-0.6966,-1.0693,0.3502,0.8757,-0.6493,8.0,75.54,0.7556,1.0385,0
ESP,2.0,4.0,4.0,6.0,6.0,5.0,-0.4332,0.9331,0.2306,,-0.3061,-0.7573,1.831,-0.5635,2.2152,-0.0394,0.3217,9.0,,-0.0057,0.6789,0
ESP,1.0,1.0,1.0,1.0,4.0,5.0,0.158,-0.4941,-0.2492,-0.0003,0.0944,-0.2874,-0.3382,,0.6991,0.905,0.4148,8.0,44.92,-0.7498,-0.1773,0
ESP,2.0,1.0,1.0,3.0,3.0,3.0,0.4967,-2.8168,-0.2528,-0.3969,,0.3111,0.8065,1.4196,,-0.9979,0.1825,8.0,30.34,0.5105,0.0812,0
ESP,1.0,1.0,2.0,3.0,5.0,5.0,0.8397,0.7356,0.153,-0.1037,-1.0164,0.1993,1.0345,1.5558,-0.8623,2.5429,-0.0779,10.0,29.73,0.0655,-0.1188,0
ESP,1.0,1.0,1.0,3.0,5.0,5.0,-0.0071,-0.7635,0.0799,-0.58,0.6831,,0.6947,-0.3322,-0.2453,,,8.0,26.64,-1.2794,-0.7468,0
ESP,2.0,2.0,1.0,4.0,4.0,3.0,-0.0194,-1.0302,0.3629,-0.9131,0.9658,0.3933,-0.5304,1.5558,-1.334,-2.249,-0.551,5.0,,-0.4861,-0.7967,0
ESP,1.0,1.0,1.0,1.0,6.0,3.0,1.1612,1.4507,2.4307,0.7647,0.7892,1.6959,-0.2938,1.5558,0.0103,0.133,2.5873,3.0,29.47,-0.772,-1.6631,0
ESP,2.0,1.0,1.0,4.0,4.0,2.0,-1.1282,-0.4941,-0.3511,-0.1866,-0.7393,-0.3454,-2.3769,-1.7015,0.6416,0.133,-0.3406,7.0,36.35,-0.8054,-0.6165,0
ESP,1.0,2.0,1.0,1.0,1.0,3.0,0.5719,0.7289,0.5578,-1.0568,0.5849,-0.8464,-0.3272,1.5558,-0.1246,1.2587,-0.1929,8.0,29.47,-1.1323,-0.631,0
ESP,1.0,1.0,2.0,1.0,6.0,5.0,-0.0337,0.5159,1.9527,1.4141,-1.1501,-0.3235,0.3658,0.4357,0.8233,-0.7107,2.3067,10.0,48.1,1.7277,0.932,0
ESP,2.0,1.0,3.0,4.0,4.0,1.0,0.7404,0.7289,-0.4988,-0.3037,-1.1501,-0.1333,0.3847,-0.1002,-1.4045,0.4067,-0.1075,8.0,81.13,-0.1979,0.7401,0
ESP,1.0,2.0,2.0,1.0,6.0,3.0,0.4726,1.0491,0.9204,-0.0398,0.0855,-0.8705,0.7331,1.5558,-0.5144,-0.3794,0.7106,9.0,75.54,0.4387,0.9042,0
ESP,2.0,1.0,1.0,1.0,5.0,2.0,-0.3931,2.7562,0.0314,-0.7538,0.3894,0.6717,-0.8529,1.5558,0.1234,0.3025,0.069,7.0,44.92,0.2488,-0.0082,0
ESP,2.0,1.0,1.0,6.0,6.0,5.0,0.6498,-2.8586,1.3212,1.168,0.2999,0.9981,0.6318,-2.1346,0.3747,0.544,-0.1004,9.0,25.04,-0.6246,-0.4996,0
ESP,1.0,,,,,,,,,,,,,,,,,,,,,0
ESP,1.0,1.0,1.0,1.0,6.0,1.0,0.027,-0.4941,-0.0414,-0.0974,1.288,-2.6712,-0.1114,1.5558,-3.4509,2.6149,-2.6809,8.0,57.97,-0.2048,0.3,0
ESP,1.0,1.0,1.0,3.0,6.0,6.0,1.0676,0.3493,-0.378,-0.7283,0.5849,1.5831,-0.313,0.4357,-0.5431,-0.3794,1.7197,2.0,33.16,-1.4404,-2.3842,0
ESP,1.0,1.0,1.0,3.0,3.0,3.0,-0.2301,-1.043,-0.3165,0.6298,-0.2927,0.5196,0.1085,1.5558,0.1972,1.1417,1.3189,10.0,76.49,0.7678,1.0615,0
ESP,1.0,1.0,1.0,1.0,6.0,4.0,1.1376,0.1689,0.1838,0.4474,-0.0144,0.268,1.1609,0.1475,0.3164,0.429,0.1129,9.0,72.94,0.2415,0.7716,0
ESP,2.0,2.0,2.0,6.0,6.0,1.0,1.7996,2.7562,2.7852,0.4355,-3.5994,0.0548,0.1166,1.5558,2.1344,1.5426,0.8288,8.0,28.52,-1.3293,-0.7324,0
ESP,1.0,2.0,1.0,1.0,5.0,3.0,-0.4399,0.7639,-0.7518,-0.9896,-0.0144,-0.175,0.6868,-2.1346,0.9326,1.2595,0.4066,8.0,44.94,0.4518,0.332,0
ESP,1.0,1.0,1.0,1.0,6.0,1.0,0.5096,-0.5964,-0.9273,-0.449,-0.4201,0.9236,0.3847,1.5558,-0.9366,0.6387,-0.8934,8.0,80.75,-0.7458,0.5009,0
ESP,2.0,1.0,1.0,1.0,5.0,3.0,0.6751,0.5071,0.5242,-0.2817,0.432,0.6957,0.4628,0.8211,0.2647,-1.6625,0.3288,9.0,75.54,0.4837,0.9233,1
ESP,1.0,2.0,2.0,4.0,4.0,4.0,-0.8673,-0.7567,2.0974,0.6386,0.5849,-1.055,-0.6954,-0.1002,1.0061,-0.0575,-0.2316,8.0,61.91,0.0928,0.5004,0
ESP,2.0,1.0,1.0,4.0,4.0,2.0,0.1889,0.7356,1.1356,0.913,0.1683,0.7029,0.6947,-0.3322,1.3694,-1.1715,0.9011,8.0,19.66,0.1711,-0.2642,0
ESP,2.0,2.0,2.0,6.0,6.0,6.0,0.0455,2.4581,2.7412,0.4462,0.432,1.8101,-0.5562,-1.0693,2.0567,0.1932,1.4568,9.0,62.45,1.8804,1.2677,0
ESP,1.0,2.0,1.0,1.0,5.0,4.0,0.7977,-0.3128,-0.3133,-0.3421,-0.3061,-0.4732,-0.5304,-0.5635,0.0268,0.1932,-0.4406,9.0,50.9,0.1429,0.3137,0
ESP,2.0,1.0,1.0,6.0,6.0,3.0,-0.915,0.5364,2.304,0.8546,-1.3155,1.5773,0.9297,-1.3627,-1.1773,2.5078,0.345,8.0,68.7,0.5703,0.8308,0
ESP,1.0,1.0,1.0,3.0,4.0,2.0,-0.3982,-0.4747,-0.6434,-0.9387,-1.3155,-0.1264,-0.1354,1.5558,-0.2626,0.3378,0.8859,9.0,75.54,-0.0133,0.7128,0
ESP,2.0,2.0,1.0,6.0,4.0,4.0,-0.4083,0.3378,-0.646,-0.3508,-0.0144,-0.8122,-1.176,-0.3322,-0.6667,1.2996,-0.1123,3.0,70.34,-0.6479,-0.8389,0
ESP,2.0,1.0,1.0,6.0,6.0,2.0,-0.9714,-0.3128,1.5584,-1.1347,-0.3061,0.2797,1.8491,-0.1002,1.9061,-1.2899,0.172,8.0,27.61,-0.768,-0.5118,0
ESP,1.0,1.0,1.0,1.0,6.0,4.0,1.2586,0.7639,-0.6897,0.6197,-0.4201,-0.1389,-1.0414,0.8211,-0.4846,1.1417,-0.7131,8.0,43.33,-0.0889,0.0726,0
ESP,1.0,1.0,2.0,1.0,3.0,1.0,-0.7943,-0.4901,-0.5885,-0.6483,-0.145,-1.0311,-0.3644,-1.0693,-0.5431,0.4067,-1.0025,8.0,25.04,-0.2257,-0.3307,0
ESP,1.0,2.0,2.0,1.0,5.0,2.0,0.0849,-0.2031,0.3802,0.5408,-0.8486,-0.1272,0.1751,0.8211,0.3808,0.3378,-0.0898,9.0,88.7,0.8153,1.3122,0
ESP,2.0,1.0,1.0,6.0,6.0,3.0,0.1598,0.7356,0.2451,-0.2037,-0.8111,-0.6662,-0.2863,-0.8059,0.4033,1.1417,0.4567,7.0,43.33,0.2891,-0.0212,0
ESP,1.0,1.0,1.0,5.0,5.0,3.0,2.9747,1.1073,0.737,-0.4916,0.9658,1.5796,-0.6966,1.5558,-0.8304,0.6566,1.7304,3.0,31.15,-0.8611,-1.6691,0
ESP,1.0,3.0,1.0,6.0,6.0,3.0,1.7838,0.7639,0.3235,-0.8246,0.6831,-1.1447,0.5267,0.8211,0.8129,0.544,-1.2071,8.0,29.47,0.1103,-0.1047,0
ESP,2.0,2.0,2.0,6.0,6.0,6.0,-0.5561,-1.2135,-0.8955,-0.46,0.6831,-1.7284,0.4967,-0.1002,-0.1258,1.0161,0.1039,9.0,72.83,0.9813,1.0829,1
ESP,2.0,2.0,2.0,1.0,2.0,1.0,,,-0.1838,-0.7692,0.7798,-0.5746,-0.1254,-1.0693,-1.1033,-0.2496,0.3693,10.0,88.96,-0.0354,0.9568,0
ESP,1.0,1.0,1.0,1.0,5.0,5.0,2.4559,0.114,0.3015,-0.2218,0.5849,0.8928,0.7711,-0.1002,0.8869,0.429,-0.1006,9.0,80.75,1.2551,1.3484,1
ESP,1.0,1.0,1.0,5.0,5.0,3.0,-1.5432,0.7289,-0.5664,-0.4243,0.5849,0.3456,-0.2863,-2.1346,-1.1496,0.6387,-0.0245,5.0,23.57,1.6793,-0.2286,0
ESP,1.0,1.0,2.0,3.0,6.0,1.0,3.1628,2.7308,-0.0651,-0.4334,-0.7393,0.5042,1.7678,1.5558,-1.1549,1.4193,0.2194,8.0,29.47,-0.5871,-0.4001,0
ESP,2.0,1.0,1.0,1.0,6.0,2.0,2.8505,0.7356,0.378,-0.3842,-0.16,0.3273,1.0345,1.5558,2.0101,-0.508,-0.2258,9.0,70.34,1.0658,1.0716,1
ESP,1.0,1.0,1.0,1.0,6.0,2.0,0.8953,-0.0328,0.5078,0.8642,0.3348,0.3307,-0.0787,1.5558,0.6205,-1.6654,2.0819,9.0,44.94,0.1728,0.2138,1
ESP,1.0,1.0,1.0,5.0,5.0,4.0,1.622,-1.0997,-0.1441,0.1972,-3.5994,1.0114,0.1614,-0.5635,-0.2784,1.2595,-0.0989,3.0,25.04,-0.3511,-1.5684,0
ESP,2.0,2.0,3.0,4.0,4.0,4.0,-0.1577,0.7289,-1.2773,-1.7959,-0.3061,-0.5946,-1.8859,-0.8059,-1.0204,-0.6243,-1.9063,7.0,31.15,0.1832,-0.296,0
ESP,1.0,1.0,2.0,2.0,6.0,2.0,0.2296,0.8452,-0.2024,0.5018,-1.1501,1.8086,-0.5288,-0.5635,0.1102,1.0112,0.6578,10.0,85.41,0.3997,1.0741,0
ESP,1.0,1.0,1.0,4.0,,2.0,0.6613,0.6358,0.0899,0.4887,-0.0144,0.8982,-0.5247,-0.3322,-0.884,-0.0423,1.2634,8.0,77.88,-0.0881,0.7253,0
ESP,2.0,1.0,2.0,3.0,3.0,2.0,-0.5351,-0.777,-0.7481,-0.3937,-0.7393,-0.3993,-0.6037,-1.0693,-1.3789,0.1931,-0.5031,1.0,26.62,-0.9223,-2.796,0
ESP,1.0,2.0,1.0,5.0,5.0,4.0,1.0453,2.2967,-1.1979,0.5105,-1.0364,-0.5111,0.1548,1.5558,0.1471,0.133,0.1615,8.0,20.95,-0.2241,-0.4072,0
ESP,1.0,1.0,1.0,1.0,6.0,5.0,-0.355,0.3161,0.5411,-0.6519,-0.6612,0.2317,0.1751,0.4357,-2.2406,1.0508,0.3585,9.0,43.85,0.1915,0.2012,0
ESP,2.0,1.0,1.0,5.0,5.0,2.0,-0.2435,0.8759,-0.3643,-1.2191,-0.3547,0.1558,1.0136,0.8211,0.3808,-0.8811,-0.2768,10.0,75.54,1.5708,1.3837,0
ESP,1.0,1.0,1.0,2.0,3.0,2.0,0.1141,-0.642,-0.2892,0.3464,0.7416,0.1851,0.6533,-0.5635,0.6416,-0.638,-0.0945,10.0,74.7,0.6686,0.9857,1
ESP,2.0,3.0,4.0,1.0,1.0,,-0.7723,0.393,0.6218,0.7455,0.0379,0.4032,-1.1621,-0.1002,-0.5237,0.8251,0.3552,8.0,43.33,0.754,0.4296,0
ESP,2.0,1.0,1.0,6.0,6.0,6.0,1.0919,0.9331,4.0353,-0.3444,0.6831,1.5514,1.1779,1.5558,0.8638,0.544,0.7126,9.0,17.0,0.0462,-0.3673,0
ESP,2.0,3.0,1.0,4.0,3.0,3.0,0.5591,0.4063,0.2141,0.0441,-0.2927,-0.0157,-0.8699,-0.1002,-0.798,0.6566,0.4483,8.0,72.94,-1.3872,0.0818,0
ESP,2.0,2.0,2.0,3.0,3.0,2.0,0.5973,2.4581,0.2326,0.755,-1.1501,-0.5066,0.1614,1.5558,-0.1866,-1.0075,-0.2438,8.0,44.92,0.1422,0.2005,1
ESP,1.0,1.0,1.0,4.0,4.0,2.0,1.2251,0.8311,0.192,2.0326,-0.3061,0.7082,-1.0233,1.5558,2.218,-2.249,-1.4675,8.0,54.35,1.5976,0.9949,0
ESP,2.0,,,,,,,,,,,,,,,,,,,,,0
ESP,1.0,2.0,1.0,1.0,5.0,3.0,-0.3842,0.3519,-0.2544,-0.5288,-0.16,0.9702,-1.1755,1.5558,-0.9019,2.5078,-0.3906,8.0,20.95,-0.5572,-0.5483,0
ESP,1.0,1.0,1.0,1.0,5.0,3.0,-0.7472,-0.338,-0.0435,-0.8784,0.2216,0.1062,-0.4809,-1.0693,0.546,-0.3744,0.2761,9.0,48.1,0.684,0.49,0
ESP,2.0,2.0,2.0,5.0,5.0,3.0,-1.1703,0.5453,0.469,-0.6679,0.5849,1.8194,0.7652,1.5558,0.2669,0.3025,0.3115,9.0,72.94,1.2269,1.1889,0
ESP,2.0,1.0,1.0,1.0,4.0,1.0,-1.2194,-0.9199,,,2.0294,-2.7839,-2.4517,1.5558,-3.4291,2.6109,-2.5612,5.0,,-0.6454,-1.4294,0
ESP,2.0,1.0,1.0,2.0,4.0,4.0,0.9818,-0.0502,-0.2227,-0.9457,2.0294,-0.4631,-0.5532,-0.1002,-0.4505,-0.3794,-0.2766,9.0,70.09,-0.0683,0.5866,0
ESP,1.0,1.0,2.0,3.0,4.0,5.0,-0.7612,-0.9495,-0.2159,-1.0333,-1.1501,-0.5245,0.793,0.1475,-0.2128,0.6566,-1.2001,9.0,44.92,-0.5516,-0.0934,0
